glycan	label	nonspec	spec	total	percent	fisherscore
H5N4S2]LSLAYSFVTPLTSMVVTKPDDQEQSQVAEKPM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH6N5S]	0	1	1	0.0	-0.0
H6N5FS2	Y[pH4N5]	0	1	1	0.0	-0.0
H5N4S]WSAM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H7N5FS2	Y[pH5N4S2]	0	1	1	0.0	-0.0
H6N6	Y[pN]	0	1	1	0.0	-0.0
H8N7F	Y[pH6N5]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH4N3F]	0	1	1	0.0	-0.0
H5N4S]VSLVM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4F3S]VSVVM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6F	Y[pH4N3]	0	1	1	0.0	-0.0
H6N6S	Y[pH6N6]	0	1	1	0.0	-0.0
H4N4F2	Y[pH4N3F2]	0	1	1	0.0	-0.0
H4N4	Y[pHN3]	0	1	1	0.0	-0.0
H7N6FS2	Y[pN2]	0	1	1	0.0	-0.0
H5N3	Y[pHN3]	0	1	1	0.0	-0.0
H4N5FS]ASSM[Ox	Y[pHN3]	0	1	1	0.0	-0.0
H5N6F	Y[pH2N5]	0	1	1	0.0	-0.0
H4N4F2	Y[pHN2]	0	1	1	0.0	-0.0
H5N4S]ETTCYM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH4N6FS]	0	1	1	0.0	-0.0
H6N4F	Y[pHN3F]	0	1	1	0.0	-0.0
H7N6S	Y[pHN2]	0	1	1	0.0	-0.0
H5N5FS]VSVVM[Ox	Y[pH2N3]	0	1	1	0.0	-0.0
H4N5S2	Y[pH2N3]	0	1	1	0.0	-0.0
H6N6S	Y[pH2N3]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH3N3F]	0	1	1	0.0	-0.0
H7N6S3	Y[pH5N6]	0	1	1	0.0	-0.0
H5N4FS2]VSVVM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H5N5FS]VSVVM[Ox	Y[pH4N4FS]	0	1	1	0.0	-0.0
H5N4S]ETTCYM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H5N3F	Y[pH5N3]	0	1	1	0.0	-0.0
H3N5F	Y[pHN2F]	0	1	1	0.0	-0.0
H4N4F2S	Y[pH4N3F2]	0	1	1	0.0	-0.0
H5N4F3S	Y[pH4N4F3]	0	1	1	0.0	-0.0
H4N6S	Y[pN2]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H4N7	Y[pH3N5]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH4N4S]	0	1	1	0.0	-0.0
H6N5S2]ETTCYM[Ox	Y[pH3N3S]	0	1	1	0.0	-0.0
H4N5S2	Y[pH4N5S2]	0	1	1	0.0	-0.0
H5N4FS2]VSVVM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H6N4FS	Y[pH6N3]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH2N3F]	0	1	1	0.0	-0.0
H6N4FS	Y[pH3N4F]	0	1	1	0.0	-0.0
H5N4S2]GTM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H7N4	Y[pN]	0	1	1	0.0	-0.0
H6N4F	Y[pH3N3]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pH5N4S]	0	1	1	0.0	-0.0
H6N5FS2	Y[pH3N2F]	0	1	1	0.0	-0.0
H8N2]VSLVM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H5N4S]WSAM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H6N5F2	Y[pH4N4F2]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH4N6F]	0	1	1	0.0	-0.0
H6N6	Y[pH3N3]	0	1	1	0.0	-0.0
H7N4	Y[pN2]	0	1	1	0.0	-0.0
H7N6S4	Y[pH2N4]	0	1	1	0.0	-0.0
H5N4S2]LSLAYSFVTPLTSMVVTKPDDQEQSQVAEKPM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H6N6FS	Y[pH6N6F]	0	1	1	0.0	-0.0
H4N7F	Y[pH3N6F]	0	1	1	0.0	-0.0
H7N4S	Y[pH4N2]	0	1	1	0.0	-0.0
H4N4FS	Y[pHN2F]	0	1	1	0.0	-0.0
H5N4F3	Y[pH5N4F2]	0	1	1	0.0	-0.0
H5N4F3S]VSVVM[Ox	Y[pN]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH5N5S]	0	1	1	0.0	-0.0
H4N6S]NTQHSSLFM[Ox	Y[pH3N5S]	0	1	1	0.0	-0.0
H7N6FS	Y[pH5N5]	0	1	1	0.0	-0.0
H4N3FS	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH5N4F2]	0	1	1	0.0	-0.0
H5N4F4	Y[pH2N2F]	0	1	1	0.0	-0.0
H6N3FS	Y[pH6N3F]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH3N3F]	0	1	1	0.0	-0.0
H5N4F4	Y[pH5N4F4]	0	1	1	0.0	-0.0
H4N5FS]ASSM[Ox	Y[pH2N3F]	0	1	1	0.0	-0.0
H4N5F2S	Y[pH3N3FS]	0	1	1	0.0	-0.0
H5N5FS	Y[pHN2]	0	1	1	0.0	-0.0
H5N5S	Y[pH3N4S]	0	1	1	0.0	-0.0
H5N4S2]STNIFFSPVSIATAFAM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H4N5F2S	Y[pH4N3]	0	1	1	0.0	-0.0
H7N6F4S	Y[pH6N5F2]	0	1	1	0.0	-0.0
H5N6FS2	Y[pH4N5F]	0	1	1	0.0	-0.0
H5N4S2]LSLAYSFVTPLTSMVVTKPDDQEQSQVAEKPM[Ox	Y[p]	0	1	1	0.0	-0.0
H4N5S2	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N5FS2]ASSM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H6N5F3	Y[pH4N4F]	0	1	1	0.0	-0.0
H5N6FS2	Y[pH4N5FS]	0	1	1	0.0	-0.0
H5N4F3S	Y[pH4N4F3S]	0	1	1	0.0	-0.0
H7N6S2	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6S3	Y[pH4N5]	0	1	1	0.0	-0.0
H5N4S]STNIFFSPVSIATAFAM[Ox	Y[pN]	0	1	1	0.0	-0.0
H5N4F2S	Y[pN2F]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH2N3]	0	1	1	0.0	-0.0
H7N6FS3	Y[pN2]	0	1	1	0.0	-0.0
H5N5FS2]ASSM[Ox	Y[pNF]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH3N2F]	0	1	1	0.0	-0.0
H5N2]VSLVM[Ox	Y[p]	0	1	1	0.0	-0.0
H4N6	Y[pH2N4]	0	1	1	0.0	-0.0
H5N4S2]STNIFFSPVSIATAFAM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4FS]VSVVM[Ox	Y[pH2N2F]	0	1	1	0.0	-0.0
H9N9F	Y[pH5N7]	0	1	1	0.0	-0.0
H5N4FS]ASSM[Ox	Y[pH2N2F]	0	1	1	0.0	-0.0
H7N4S	Y[pH3N4]	0	1	1	0.0	-0.0
H9N9F	Y[pNF]	0	1	1	0.0	-0.0
H4N5S	Y[pH4N3S]	0	1	1	0.0	-0.0
H8N2	Y[pH7N2]	0	1	1	0.0	-0.0
H5N5FS2	Y[pH3N3S]	0	1	1	0.0	-0.0
H6N5F]VSLVM[Ox	Y[pN]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH4N4]	0	1	1	0.0	-0.0
H5N2]VSLVM[Ox	Y[pN]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH2N2]	0	1	1	0.0	-0.0
H6N6FS	Y[pH3N3S]	0	1	1	0.0	-0.0
H4N9F	Y[pH4N6]	0	1	1	0.0	-0.0
H7N6S	Y[pH6N5S]	0	1	1	0.0	-0.0
H5N4F	Y[pH5N4]	0	1	1	0.0	-0.0
H5N4S]VSLVM[Ox	Y[pN2]	0	1	1	0.0	-0.0
H5N4S2]STHHGPEYM[Ox	Y[pH4N4]	0	1	1	0.0	-0.0
H5N4F2	Y[pN2F]	0	1	1	0.0	-0.0
H6N5FS2	Y[pH4N5F]	0	1	1	0.0	-0.0
H5N5	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6F	Y[pH5N5F]	0	1	1	0.0	-0.0
H5N5FS	Y[pH5N5]	0	1	1	0.0	-0.0
H5N4F4	Y[pH3N3F3]	0	1	1	0.0	-0.0
H4N5FS	Y[pHN3F]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH5N6F]	0	1	1	0.0	-0.0
H7N5FS2	Y[pH6N5S]	0	1	1	0.0	-0.0
H5N4S]LTNM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H5N4S]WSAM[Ox	Y[pN]	0	1	1	0.0	-0.0
H6N5FS2	Y[pH2N4]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH3N2]	0	1	1	0.0	-0.0
H5N5FS2	Y[pH4N3F]	0	1	1	0.0	-0.0
H4N9F	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH6N6F]	0	1	1	0.0	-0.0
H6N6FS	Y[pNF]	0	1	1	0.0	-0.0
H6N5FS	Y[p]	0	1	1	0.0	-0.0
H5N4S2]STHHGPEYM[Ox	Y[pN2]	0	1	1	0.0	-0.0
H6N4FS	Y[pH5N3S]	0	1	1	0.0	-0.0
H6N5FS	Y[pH2N4]	0	1	1	0.0	-0.0
H5N4FS]ASSM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H6N4F3	Y[pH4N3]	0	1	1	0.0	-0.0
H5N4F3S	Y[pH4N4F2]	0	1	1	0.0	-0.0
H5N4FS]ASSM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H7N4	Y[pH2N2]	0	1	1	0.0	-0.0
H5N4S]WSAM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H5N5FS]ASSM[Ox	Y[pNF]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH5N5FS]	0	1	1	0.0	-0.0
H5N4S]STNIFFSPVSIATAFAM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H5N4F2	Y[pH3N2F]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH5N5FS2]	0	1	1	0.0	-0.0
H6N4FS	Y[pH4N4S]	0	1	1	0.0	-0.0
H5N5S	Y[pH3N3S]	0	1	1	0.0	-0.0
H5N4S]LTNM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N4S2]GTM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH3N3FS]	0	1	1	0.0	-0.0
H4N4F	Y[pH2N4]	0	1	1	0.0	-0.0
H7N4	Y[pH4N3]	0	1	1	0.0	-0.0
H5N5FS	Y[pH4N5]	0	1	1	0.0	-0.0
H4N5F2	Y[pH2N4F]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H6N5S2	Y[pH2N4]	0	1	1	0.0	-0.0
H4N5F2S	Y[pH4N4F2S]	0	1	1	0.0	-0.0
H5N5FS2]ASSM[Ox	Y[pH2N3F]	0	1	1	0.0	-0.0
H6N3FS	Y[pH4N2F]	0	1	1	0.0	-0.0
H6N4	Y[pH6N3]	0	1	1	0.0	-0.0
H5N4S2]ETTCYM[Ox	Y[pH3N3S]	0	1	1	0.0	-0.0
H5N4S2]FSM[Ox	Y[pH5N4S]	0	1	1	0.0	-0.0
H7N6FS2	Y[pHN2]	0	1	1	0.0	-0.0
H6N5S2	Y[pH6N5S2]	0	1	1	0.0	-0.0
H6N4FS	Y[pH6N4S]	0	1	1	0.0	-0.0
H5N5FS	Y[pH3N4S]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pH2N3]	0	1	1	0.0	-0.0
H5N4S]LTNM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H7N6FS	Y[pH4N4F]	0	1	1	0.0	-0.0
H5N5S2	Y[pH2N2]	0	1	1	0.0	-0.0
H4N4FS	Y[pN2F]	0	1	1	0.0	-0.0
H7N5FS2	Y[pH5N4]	0	1	1	0.0	-0.0
H8N7S	Y[pH2N4]	0	1	1	0.0	-0.0
H6N5FS2	Y[pHN2F]	0	1	1	0.0	-0.0
H4N4F2	Y[pH3N3]	0	1	1	0.0	-0.0
H4N5	Y[pH3N5]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H4N3FS	Y[pH2N2F]	0	1	1	0.0	-0.0
H7N5FS2	Y[pN2F]	0	1	1	0.0	-0.0
H6N5S3	Y[pH6N5S3]	0	1	1	0.0	-0.0
H7N4	Y[pH5N3]	0	1	1	0.0	-0.0
H5N5F]M[Ox	Y[pH3N3F]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH4N5FS]	0	1	1	0.0	-0.0
H5N4S2]ETTCYM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H5N5F]M[Ox	Y[pH3N2F]	0	1	1	0.0	-0.0
H5N4S2]GTM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH2N3]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH3N5F]	0	1	1	0.0	-0.0
H6N6	Y[pH2N3]	0	1	1	0.0	-0.0
H6N5FS3	Y[pH5N5S2]	0	1	1	0.0	-0.0
H6N5FS	Y[pH3N4FS]	0	1	1	0.0	-0.0
H6N5FS	Y[pH4N3FS]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH4N4FS]	0	1	1	0.0	-0.0
H4N7	Y[pN2]	0	1	1	0.0	-0.0
H5N5F	Y[pH4N5F]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH6N5FS3]	0	1	1	0.0	-0.0
H6N5F3	Y[pNF]	0	1	1	0.0	-0.0
H5N5FS]ASSM[Ox	Y[pH3N3F]	0	1	1	0.0	-0.0
H6N4S	Y[p]	0	1	1	0.0	-0.0
H7N6F4S	Y[pHN2F]	0	1	1	0.0	-0.0
H6N5FS2	Y[pH4N4FS]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH3N3F2]	0	1	1	0.0	-0.0
H5N5FS	Y[pH2N4F]	0	1	1	0.0	-0.0
H5N4F3S]VSVVM[Ox	Y[pH5N4F]	0	1	1	0.0	-0.0
H5N5F]M[Ox	Y[pHN2F]	0	1	1	0.0	-0.0
H4N6S	Y[pH4N5]	0	1	1	0.0	-0.0
H6N6F	Y[pN2F]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4S2]ETTCYM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H4N4F2S	Y[pH3N3F2]	0	1	1	0.0	-0.0
H5N4S2]GTM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N4S2]FSM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH6N5FS]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pH4N3F]	0	1	1	0.0	-0.0
H5N3	Y[pH2N3]	0	1	1	0.0	-0.0
H5N4	Y[pH5N3]	0	1	1	0.0	-0.0
H5N5F	Y[pH5N5]	0	1	1	0.0	-0.0
H7N6FS3	Y[pHN2F]	0	1	1	0.0	-0.0
H4N5FS]ASSM[Ox	Y[pH2N3]	0	1	1	0.0	-0.0
H5N4F4	Y[pH4N4F2]	0	1	1	0.0	-0.0
H5N5F2	Y[pH2N3F]	0	1	1	0.0	-0.0
H7N6S	Y[pH5N4S]	0	1	1	0.0	-0.0
H5N5F	Y[pH5N4F]	0	1	1	0.0	-0.0
H5N4S2]FSM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N4S]ETTCYM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH4N3]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH7N6F]	0	1	1	0.0	-0.0
H6N5S2	Y[pH3N4]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH3N5F]	0	1	1	0.0	-0.0
H7N6S2	Y[pH6N5S2]	0	1	1	0.0	-0.0
H6N5S	Y[pH3N5]	0	1	1	0.0	-0.0
H6N6	Y[pH5N4]	0	1	1	0.0	-0.0
H4N3F	Y[p]	0	1	1	0.0	-0.0
H4N4F2S	Y[pH4N4F2]	0	1	1	0.0	-0.0
H8N2]VSLVM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H7N6FS3	Y[pN2F]	0	1	1	0.0	-0.0
H5N6F	Y[pH4N4]	0	1	1	0.0	-0.0
H5N5FS]VSVVM[Ox	Y[pH2N3F]	0	1	1	0.0	-0.0
H7N4	Y[pH3N3]	0	1	1	0.0	-0.0
H8N2]VSLVM[Ox	Y[pN2]	0	1	1	0.0	-0.0
H5N4S2]STHHGPEYM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H7N4	Y[pHN2]	0	1	1	0.0	-0.0
H7N6F4S	Y[pH5N4F2]	0	1	1	0.0	-0.0
H3N5F	Y[pHN3]	0	1	1	0.0	-0.0
H5N4F	Y[pH2N3]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pH3N3S]	0	1	1	0.0	-0.0
H6N6FS2	Y[pN2]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH7N6F]	0	1	1	0.0	-0.0
H6N5F2	Y[pH2N2F]	0	1	1	0.0	-0.0
H3N6F2	Y[pH3N4F2]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH5N4F]	0	1	1	0.0	-0.0
H6N6F	Y[pH3N6]	0	1	1	0.0	-0.0
H5N4S2]LSLAYSFVTPLTSMVVTKPDDQEQSQVAEKPM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H4N3	Y[pH2N3]	0	1	1	0.0	-0.0
H5N2]VSLVM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH5N5F]	0	1	1	0.0	-0.0
H5N4F2	Y[p]	0	1	1	0.0	-0.0
H5N4S]VSLVM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H7N6S2	Y[pH5N5S2]	0	1	1	0.0	-0.0
H5N5FS]VSVVM[Ox	Y[pN2F]	0	1	1	0.0	-0.0
H5N5	Y[pH5N2]	0	1	1	0.0	-0.0
H5N4F3	Y[pH3N3F2]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N4S]STNIFFSPVSIATAFAM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H5N3	Y[pH3N3]	0	1	1	0.0	-0.0
H4N7F	Y[pH3N6]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH3N5]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH4N4FS]	0	1	1	0.0	-0.0
H6N6FS	Y[pH3N4]	0	1	1	0.0	-0.0
H4N4F	Y[p]	0	1	1	0.0	-0.0
H6N6F	Y[pHN2F]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH3N4S]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH7N6FS]	0	1	1	0.0	-0.0
H6N5F3	Y[pH4N3]	0	1	1	0.0	-0.0
H7N6S	Y[pH2N2]	0	1	1	0.0	-0.0
H5N5FS]ASSM[Ox	Y[pH2N3F]	0	1	1	0.0	-0.0
H5N5S	Y[pH4N3S]	0	1	1	0.0	-0.0
H5N4S]WSAM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H6N4F3	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH5N5F]	0	1	1	0.0	-0.0
H6N6S	Y[pH5N4]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH4N6]	0	1	1	0.0	-0.0
H4N6	Y[pH4N5]	0	1	1	0.0	-0.0
H5N5S2	Y[pH3N2]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH4N5FS2]	0	1	1	0.0	-0.0
H5N4F3S	Y[pH4N3F2]	0	1	1	0.0	-0.0
H6N5S3	Y[pH2N4]	0	1	1	0.0	-0.0
H7N4	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4FS2]ASSM[Ox	Y[pNF]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH5N6F]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH4N4]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pH3N3F]	0	1	1	0.0	-0.0
H5N5F2	Y[pH3N4F]	0	1	1	0.0	-0.0
H5N4F3S]VSVVM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H5N4F	Y[pH4N4]	0	1	1	0.0	-0.0
H4N5F	Y[pH3N5F]	0	1	1	0.0	-0.0
H8N7F	Y[pH5N4F]	0	1	1	0.0	-0.0
H5N4FS2	Y[pH5N4S2]	0	1	1	0.0	-0.0
H5N5F	Y[pH4N5]	0	1	1	0.0	-0.0
H5N4S]ETTCYM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H6N5S2]ETTCYM[Ox	Y[pH5N4S]	0	1	1	0.0	-0.0
H6N5FS	Y[pH6N5FS]	0	1	1	0.0	-0.0
H7N6S2	Y[pH6N5S]	0	1	1	0.0	-0.0
H6N7	Y[pH2N4]	0	1	1	0.0	-0.0
H6N5S2	Y[p]	0	1	1	0.0	-0.0
H4N7	Y[pH4N6]	0	1	1	0.0	-0.0
H4N3FS	Y[pH2N2]	0	1	1	0.0	-0.0
H5N4S2]LSLAYSFVTPLTSMVVTKPDDQEQSQVAEKPM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H4N7	Y[pH3N4]	0	1	1	0.0	-0.0
H5N5F	Y[pH5N4]	0	1	1	0.0	-0.0
H7N6FS	Y[pH3N3]	0	1	1	0.0	-0.0
H5N4F2S]ETTCYM[Ox	Y[pH3N3F2]	0	1	1	0.0	-0.0
H5N5F2	Y[pH3N3F]	0	1	1	0.0	-0.0
H6N4F3	Y[pH2N3F]	0	1	1	0.0	-0.0
H5N4FS]ASSM[Ox	Y[pH3N3F]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH6N5]	0	1	1	0.0	-0.0
H6N4FS	Y[pH2N3]	0	1	1	0.0	-0.0
H6N4FS	Y[pHN3]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH3N4]	0	1	1	0.0	-0.0
H6N6	Y[pH3N4]	0	1	1	0.0	-0.0
H4N9F	Y[pH4N5F]	0	1	1	0.0	-0.0
H6N5F	Y[pH2N3F]	0	1	1	0.0	-0.0
H4N7	Y[pH3N6]	0	1	1	0.0	-0.0
H6N4FS	Y[pH5N3FS]	0	1	1	0.0	-0.0
H5N4S2]STNIFFSPVSIATAFAM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H6N5S2]ETTCYM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H5N4S2]GTM[Ox	Y[pH4N3]	0	1	1	0.0	-0.0
H5N4S]STNIFFSPVSIATAFAM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H5N5S2	Y[pHN2]	0	1	1	0.0	-0.0
H5N4S2]LSM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H6N5F2S	Y[pH3N4FS]	0	1	1	0.0	-0.0
H7N6F4S	Y[pN2F]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH4N5F]	0	1	1	0.0	-0.0
H6N5FS	Y[pH2N3F]	0	1	1	0.0	-0.0
H8N7S	Y[pH4N5]	0	1	1	0.0	-0.0
H5N4S2]DTLQQLM[Ox	Y[p]	0	1	1	0.0	-0.0
H3N7F	Y[pH2N4F]	0	1	1	0.0	-0.0
H7N4S	Y[pH3N4S]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH3N3]	0	1	1	0.0	-0.0
H4N7	Y[pH2N3]	0	1	1	0.0	-0.0
H4N3F2	Y[p]	0	1	1	0.0	-0.0
H5N5FS2	Y[pH4N5FS]	0	1	1	0.0	-0.0
H7N6FS4	Y[pH3N2F]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pHN2]	0	1	1	0.0	-0.0
H5N4F4	Y[pH3N4]	0	1	1	0.0	-0.0
H4N5FS]ASSM[Ox	Y[pH3N3F]	0	1	1	0.0	-0.0
H5N4FS2]VSVVM[Ox	Y[pN]	0	1	1	0.0	-0.0
H5N3S	Y[pH5N3S]	0	1	1	0.0	-0.0
H5N4S]LTNM[Ox	Y[pH3N2]	0	1	1	0.0	-0.0
H6N6FS2	Y[pH5N4FS2]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pH3N3]	0	1	1	0.0	-0.0
H8N2]VSLVM[Ox	Y[pN]	0	1	1	0.0	-0.0
H4N5FS	Y[pH4N3FS]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pN]	0	1	1	0.0	-0.0
H6N4F3	Y[pH3N2]	0	1	1	0.0	-0.0
H5N5FS	Y[pHN3F]	0	1	1	0.0	-0.0
H4N5FS]ASSM[Ox	Y[pH3N4FS]	0	1	1	0.0	-0.0
H4N3FS	Y[pNF]	0	1	1	0.0	-0.0
H4N7	Y[pH2N4]	0	1	1	0.0	-0.0
H5N4S2]ETTCYM[Ox	Y[pH5N4]	0	1	1	0.0	-0.0
H6N5FS	Y[pH6N5S]	0	1	1	0.0	-0.0
H5N5FS2]ASSM[Ox	Y[pN2]	0	1	1	0.0	-0.0
H4N7F	Y[pH4N3F]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH6N6S3]	0	1	1	0.0	-0.0
H5N6F	Y[pH3N4F]	0	1	1	0.0	-0.0
H8N7S	Y[pH3N6]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH5N6S]	0	1	1	0.0	-0.0
H5N5F]ASSM[Ox	Y[pN2]	0	1	1	0.0	-0.0
H5N4S]DTLQQLM[Ox	Y[pH4N3S]	0	1	1	0.0	-0.0
H6N5FS	Y[pN2F]	0	1	1	0.0	-0.0
H5N5S2	Y[pH3N5]	0	1	1	0.0	-0.0
H7N6FS3	Y[pH6N5S2]	0	1	1	0.0	-0.0
H5N4S2]LSM[Ox	Y[pH5N4S]	0	1	1	0.0	-0.0
H5N4FS	Y[pH4N4FS]	0	1	1	0.0	-0.0
H5N4FS2]ASSM[Ox	Y[pH3N2F]	0	1	1	0.0	-0.0
H3N6F2	Y[pH3N5F]	0	1	1	0.0	-0.0
H5N5FS]ASSM[Ox	Y[pH2N3]	0	1	1	0.0	-0.0
H4N6S	Y[pH2N4]	0	1	1	0.0	-0.0
H6N5S	Y[pH3N3S]	0	1	1	0.0	-0.0
H5N5S2	Y[pH3N4S]	0	1	1	0.0	-0.0
H5N4S2]ETTCYM[Ox	Y[pH2N2]	0	1	1	0.0	-0.0
H5N5S	Y[pH5N4S]	0	1	1	0.0	-0.0
H7N6FS2	Y[pH2N3]	0	1	1	0.0	-0.0
H5N4F3S]VSVVM[Ox	Y[pH3N2F]	0	1	1	0.0	-0.0
